date,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Ecuador,"Egypt, Arab Rep.",Euro area,Spain,Estonia,Ethiopia,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Chad,Togo,Thailand,Tajikistan,Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1991,,32277759446,4350728280,1979323466,9.64E+11,1.27E+11,2.22E+11,5608836039,707936633.2,6.10E+11,2.69E+11,22514286465,1873044298,3.32E+11,4325511591,3690972190,43899119580,37634321769,9893245745,7288415243,,31230338985,594231511.4,4350353065,9802873833,1.21E+12,3610000000,9895418335,405789382.5,5715462537,1363664099,9.91E+11,4.28E+11,84907911074,9.05E+11,17788727444,15223891239,22255794774,7279430990,1.51E+11,545231797.2,326507051.3,15582412490,11940828450,1.28E+11,2.71E+12,322103620.5,2.32E+11,19413324750,90884616919,1.64E+12,39652474795,88416233470,9.22E+12,8.97E+11,,9253264787,6.74E+11,1.57E+11,2074651668,1.91E+12,11243831433,1.62E+12,14010049401,12692925252,3532223708,818527962.6,653149710.7,214786468.9,2.04E+11,465806534.3,20612849517,1782378883,1.10E+11,7479508085,,9923127657,92011256914,3.31E+11,5.13E+11,87090999526,2.62E+11,25610575773,8026397412,1.04E+11,1.78E+12,10867407371,9481130235,4.86E+12,85701867153,22078176744,4431305922,,121853374.7,391830222.1,4.03E+11,,2051952488,12594042172,,,981887952.7,21559986607,1170551319,,27348220828,,7676724450,46301680542,,6118209000,,1.31E+12,6.82E+11,7218525698,4555620762,4506334200,7959769717,6.33E+11,,3512334856,2950633252,3247297649,4207560808,3392331650,89608973996,9.99E+12,5426655908,4134297630,1.44E+11,4692078975,5.47E+11,2.63E+11,7123909436,,82692436259,28209268789,83347035338,10981259384,59792154058,97570435359,,7044658082,2.11E+11,62675459937,1.74E+11,15506223780,,,1.09E+11,1.34E+12,2693701460,6.74E+11,3.38E+11,18883480243,8271223670,73379864304,503832480.8,1836000593,11462747482,,,2532493826,,28262396303,3.20E+11,2384204972,538732507,3346684574,2200556220,1.54E+11,6299970576,,6.29E+11,260100668,7332704237,19054340646,3.68E+11,22215842.92,12898930758,7316979448,1.88E+11,22145177995,8.99E+12,24500412371,381031331.2,31214455910,399874432.3,382964745.4,,12464473642,2.21E+11,8385212483,15268541649
1992,,30393293235,4038036613,1997715576,1.01E+12,1.31E+11,2.40E+11,3264342421,716137903.4,6.13E+11,2.75E+11,17426057714,1891962015,3.37E+11,4453447715,3699561480,46288410619,34897407869,10555103723,7009590944,,28232226006,665892535.8,4347754194,9964277850,1.20E+12,3404500000,10366299817,424459309.4,5882186598,1276061250,1.00E+12,4.28E+11,94389329346,1.03E+12,17745223224,14751950122,19918934416,7469565946,1.57E+11,591745422.5,362219240.8,17015458557,13063266207,1.28E+11,2.76E+12,328642278.3,2.37E+11,21591680864,92520542117,1.82E+12,40490851303,92370967094,9.35E+12,9.06E+11,,8450777235,7.12E+11,1.51E+11,2201205459,1.94E+12,10896380665,1.63E+12,7719537296,13185337015,3647760884,846183475.1,660334357.3,289414714.9,2.05E+11,461841827.8,21610169022,1920653801,1.17E+11,7933790061,,9396216235,89191866064,3.53E+11,5.41E+11,90002690178,2.69E+11,33957627856,7755595264,1.12E+11,1.79E+12,11079924141,10841651288,4.91E+12,81159668195,21901663054,3818108994,,122922264,408557351.7,4.28E+11,44061298325,2166038128,14664294362,,,1059978242,22508624131,1251979141,,27845864450,,8697642992,45330392242,,6190458009,,1.38E+12,7.06E+11,6744615144,4408990706,4717723292,8728758488,6.62E+11,,3187216784,2769915361,3308156090,4481586562,3143572712,97570837055,1.03E+13,5816796795,4217014688,1.51E+11,4710206663,5.56E+11,2.73E+11,7416446124,,83597543346,30582763839,89769672719,11881907175,59468972009,97899836106,,8020278786,2.16E+11,65536000404,1.76E+11,15769275704,,,99203723402,1.15E+12,2851895145,7.13E+11,3.52E+11,20125609398,8374005801,78252059516,567841387.1,1486923459,12267208404,,,2542623802,40872727875,26718224384,3.16E+11,2461124357,577313656.2,3614467644,2112958969,1.66E+11,4472979043,,6.58E+11,260756084,8072792573,20541670812,3.86E+11,22835413.14,12974302065,7567099920,1.70E+11,23901642366,9.31E+12,21756366186,405330091.2,33913272582,410212840.7,382198845.6,,13487507548,2.16E+11,8240070980,13891995576
1993,,23103942844,4424049157,1977109460,1.04E+12,1.33E+11,2.60E+11,2977080327,753949116.1,6.38E+11,2.76E+11,13400638502,1773903585,3.33E+11,4713358588,3827617544,48469317656,34380851288,11913546277,7031166906,,26086576310,707681899.8,4478559301,10389682136,1.26E+12,3431500000,10397872754,432890629.2,5994895595,1280339574,1.03E+12,4.27E+11,1.01E+11,1.18E+12,17711066313,13581815617,17236043073,7396387863,1.65E+11,609533652.7,393762420.2,18221432117,13154709134,1.28E+11,2.73E+12,335747961.9,2.37E+11,23181803016,90577610031,2.01E+12,41289824101,95050455603,9.29E+12,8.96E+11,10074197030,9561448857,7.22E+11,1.50E+11,2248091849,1.93E+12,11326412322,1.67E+12,5457712716,13824825935,3831759215,871671379.2,674201378.8,321346456.9,2.02E+11,452795198.1,22458828881,2077669276,1.24E+11,8449146706,,8886349729,88678024127,3.76E+11,5.67E+11,92426110423,2.72E+11,44243336197,7857461082,1.17E+11,1.78E+12,12123331962,11328114999,4.88E+12,73692978719,21979019127,3227854994,5084948752,123991153.2,436347216.1,4.58E+11,59037939637,2294106358,16243003871,,,1066160032,24061733434,1295920685,,29015571071,,9148768596,44994679123,,6320452872,,1.42E+12,7.19E+11,6240841540,4548851306,4929112648,9255924021,6.81E+11,,3086220528,3063485663,3502465184,4709343611,3448242758,1.07E+11,1.06E+13,5724918205,4230578946,1.48E+11,4691698565,5.63E+11,2.81E+11,7701968177,,88940497594,32430868108,91347597075,12530153664,62587273353,99971697366,,9480152865,2.24E+11,68579837638,1.72E+11,16547703830,,,1.01E+11,1.05E+12,2620643755,7.44E+11,3.47E+11,21045098015,8482933228,87221916827,590550817.6,1507361956,12981066065,,,2372268046,41649852090,27477935537,3.09E+11,2537569689,613087761.6,3046640667,1793990328,1.80E+11,3739410486,,6.76E+11,270503269.9,8018776326,20991498253,4.16E+11,23774106.42,13130746305,8197158794,1.46E+11,24536839532,9.56E+12,21255969762,422560767.3,36650999735,413229742.8,397868960.2,,14027273066,2.19E+11,8800171187,14038064161
1994,,23413388607,4791372056,2024227689,1.08E+12,1.42E+11,2.75E+11,3137842747,804288090.3,6.63E+11,2.83E+11,10760712621,1705963078,3.44E+11,4808587306,3877950993,50354835398,35005899014,11883762234,7252572419,2758325394,23034445865,708610598.3,4505413381,10874596698,1.33E+12,3500500000,10724927173,454325223,6212385373,1343075565,1.07E+12,4.33E+11,1.06E+11,1.33E+12,17854739667,13870284613,16563837944,6990098675,1.75E+11,577369884.6,469296454.8,19039076427,13930836802,1.32E+11,2.80E+12,335862119.5,2.50E+11,23784612020,89762414664,2.23E+12,43048048229,98826973867,9.51E+12,9.18E+11,9908736271,9866455689,7.19E+11,1.56E+11,2362744524,1.98E+12,11746934244,1.74E+12,4890110923,14281045165,3983883853,873016768.7,695775823.1,374911169.3,2.06E+11,460463538.5,23364759978,2254944810,1.32E+11,8467050744,,7824375015,91291502557,4.04E+11,6.04E+11,97745998206,2.68E+11,45948709436,8141025691,1.25E+11,1.82E+12,12291044900,11891289665,4.93E+12,64407663402,22557679340,2579535191,3314947309,126128931.7,459481119.6,5.00E+11,64018478018,2481282920,17559538640,,,1083203242,25409170950,1373415098,,30124232440,,9537800826,49758715929,,6317791879,,1.45E+12,7.55E+11,6131117174,4720794885,5207661967,9948078165,6.90E+11,,3152092285,3263635327,3395264103,4904128793,3095136433,1.17E+11,1.10E+13,5823952394,4309046828,1.45E+11,4848294611,5.80E+11,2.95E+11,8334762091,,93493526516,33687815362,94761636375,12887281440,70290744142,1.04E+11,,10043473888,2.36E+11,71450561258,1.74E+11,17427697094,4418346306,,1.05E+11,9.18E+11,1303820922,7.90E+11,3.49E+11,21256859735,8481463250,96901498081,638399059.5,1478007826,13589850071,,,2452925148,44234446022,28941818635,3.22E+11,2598488897,608191048,3355475208,2062773393,1.94E+11,2942916127,,6.86E+11,283900016.7,8304820560,21658694425,3.97E+11,26218913.56,13336591994,8722074985,1.12E+11,26323450893,9.95E+12,20150659336,417288319.9,39890574620,450757061.8,387754739.2,,14970179225,2.26E+11,8041117529,15334507303
1995,,26925396905,5429694612,2080045751,1.11E+12,1.51E+11,2.67E+11,3354353847,769224448.2,6.88E+11,2.90E+11,9490948560,1570850802,3.52E+11,5099275960,4099629170,52933646453,36005335303,12350793085,7570144585,3332057032,20638863382,713261555.1,4703613168,11383339974,1.38E+12,3571000000,11205265273,486464722.7,6649141552,1439777617,1.10E+12,4.35E+11,1.15E+11,1.48E+12,19127022837,14351554659,16679784616,7268676782,1.84E+11,598214129.3,535991160,19823771275,15095798754,1.40E+11,2.84E+12,346039309.7,2.57E+11,25136869662,93173381744,2.44E+12,44017726512,1.03E+11,9.74E+12,9.43E+11,10357272912,10471023888,7.39E+11,1.63E+11,2421813103,2.02E+12,12331208870,1.78E+12,5017253646,14868341569,4167448202,880715451.8,726389959.4,440469125.2,2.10E+11,470268995.2,24520976227,2368401153,1.35E+11,8991102301,39820482133,8598808768,92651312744,4.37E+11,6.50E+11,1.07E+11,2.74E+11,46922832017,8150516800,1.39E+11,1.87E+12,12579879175,12628653597,5.06E+12,59126235002,23551619535,2439625797,3643242085,126128931.7,484215643.7,5.48E+11,67128682135,2655748233,18691929154,,,1102140081,26806697009,1418613345,19338575354,30555671875,12791189407,9852234768,47069034480,4794228776,6423841848,1168947333,1.50E+12,7.07E+11,6062771913,4764274463,5537957572,10639275753,7.08E+11,,3353083145,3337385560,3728672262,5114404916,3612916161,1.29E+11,1.13E+13,6051029124,4414930627,1.45E+11,5134921324,5.98E+11,3.07E+11,8623849303,,97908337857,35371134744,99464286012,13113025211,75500268872,1.09E+11,,9710788959,2.53E+11,74700838792,1.81E+11,18616755807,4732866820,,1.11E+11,8.80E+11,1763079825,8.45E+11,3.49E+11,22531653237,8936364231,1.04E+11,702830466.9,1359770846,14233323978,23364348767,,2452925148,46819284102,30130504957,3.34E+11,2723882917,603169565.1,3396967314,2224615134,2.10E+11,2577514178,,7.03E+11,304847681.2,8621227010,22168035420,4.28E+11,24906804.47,13812696574,9727140950,98772320161,25942392891,1.02E+13,19969303401,449700830.4,43696326984,455282415,413632106.5,,15818894273,2.33E+11,8274122491,15358739758
1996,,30572272219,5923796792,2176762473,1.16E+12,1.60E+11,2.82E+11,3551100143,820027567,7.15E+11,2.97E+11,9614330841,1445182738,3.57E+11,5319783136,4551192822,55327792522,37855619063,12858411436,7889871945,6296177225,21216752516,723367337.9,4825929497,11879806482,1.41E+12,3713000000,11527788412,513537326,7036773211,1382185174,1.12E+12,4.37E+11,1.23E+11,1.62E+12,20605413058,14977438375,16509121623,7580538019,1.88E+11,590487063.6,596807529.5,20069153159,15284282116,1.46E+11,2.86E+12,356783567,2.65E+11,26639507771,96993488970,2.66E+12,44780002397,1.09E+11,9.91E+12,9.68E+11,10868505102,11772171512,7.63E+11,1.69E+11,2538060142,2.05E+12,12778221236,1.82E+12,5579186156,15552651205,4353382033,900298561.8,810651194.6,733733456.4,2.16E+11,491140637,25246252731,2556819722,1.41E+11,9159305712,42172016877,8954865947,92727668359,4.71E+11,6.99E+11,1.15E+11,2.88E+11,52094097579,8523253282,1.46E+11,1.89E+12,12565571927,12892216175,5.22E+12,59421866178,24528267342,2612461146,3858102491,128266710.2,512507579.5,5.92E+11,67534896022,2839747068,20801488263,,,1134351094,27825342704,1498013641,20336148863,30979916353,13119849579,9810925427,52892827881,4512469065,6562224537,1260810777,1.57E+12,7.55E+11,6134622059,5100431445,5747144824,11324734005,7.51E+11,,3428027700,3711256832,3945637237,5400189879,3877261729,1.41E+11,1.17E+13,6244137085,4419368979,1.51E+11,5460694512,6.19E+11,3.22E+11,9083352501,,1.01E+11,36448518288,1.04E+11,13647997721,77613501072,1.16E+11,,10461791837,2.68E+11,76429197708,1.87E+11,18909743542,4790378322,,1.16E+11,8.47E+11,1987796616,9.03E+11,3.59E+11,23865329902,9116175060,1.12E+11,714132369.5,1383618798,14349707090,24827910882,,2477454412,49918671716,31095586781,3.40E+11,2828535959,632830581.3,3472192239,2421186835,2.22E+11,2147069350,,7.46E+11,310351801.2,9236306508,23752181151,4.59E+11,23422019.9,14440396172,10609598323,88895088169,27389448608,1.06E+13,20308781560,455489043.1,47777571569,465878363.9,443326640.4,,16552094852,2.43E+11,8788652644,16950012212
1997,,32796184094,5276919125,2374144159,1.21E+12,1.73E+11,3.05E+11,3669035009,864896265,7.44E+11,3.03E+11,10171962031,1422204332,3.71E+11,5624856122,4838684151,57811953140,32482841155,13256122074,8052599546,8461405739,23635463450,749263406.3,5047922261,12468356893,1.46E+12,3889000000,11358194866,541133993.7,7622647271,1455440104,1.08E+12,4.48E+11,1.32E+11,1.77E+12,21376787646,15760956210,15581796569,7533173896,1.94E+11,614284599.7,663163133.2,21185990604,15687923903,1.45E+11,2.92E+12,364580357.1,2.73E+11,29006499712,98060417289,2.85E+12,46718020342,1.15E+11,1.02E+13,1.00E+12,12286468319,12141100402,8.08E+11,1.80E+11,2482222835,2.10E+12,13511482518,1.89E+12,6166063047,16205296043,4578957027,944413183.3,863343522.3,1834135265,2.26E+11,515773769.1,26348021901,2714848200,1.48E+11,9580458196,44788091136,9197069453,95642218651,4.94E+11,7.28E+11,1.28E+11,2.90E+11,63157808352,9014233171,1.52E+11,1.93E+12,12422266621,13318752010,5.28E+12,60432037903,24644752554,2871493301,4012682038,130404488.7,547480926.4,6.28E+11,69205253664,3034897078,21020937030,,,1126477221,29607667122,1553494128,22026270243,32748781411,14282740159,9783500854,52067328270,4586792341,6804599816,1366692920,1.63E+12,8.07E+11,6222959472,5346732521,6049271086,11964760743,7.76E+11,3058958383,3561608121,4130668514,3786048185,5707324461,4024303744,1.52E+11,1.22E+13,6507645946,4486873767,1.55E+11,5677301199,6.46E+11,3.39E+11,9541935774,,1.04E+11,38647644124,1.05E+11,14529793549,82640391264,1.22E+11,,10053322719,2.86E+11,80159009209,1.96E+11,19711992457,5492993915,,1.10E+11,8.59E+11,2263101527,9.38E+11,3.63E+11,26387116383,9400967403,1.21E+11,707583603.5,1302302387,14799561738,26617352726,,2618669279,52876771612,32665849687,3.50E+11,2916299925,708526965.6,3668488889,2769290008,2.16E+11,2183154590,,7.70E+11,314148799.2,9931140420,25044523893,4.94E+11,25764977.09,14949460309,11150688035,86228235500,29730611908,1.11E+13,21364838200,471457684.6,51672439405,488738142.5,446179101.9,,17417953479,2.49E+11,9123852515,17404373252
1998,,34334701120,5742875712,2449993086,1.27E+12,1.74E+11,3.16E+11,3936874564,905815589.2,7.78E+11,3.14E+11,11189158352,1489759038,3.78E+11,5847657355,5192281623,60804893490,33874822442,13891090691,8432358980,9781384765,25620840352,777169147.4,5244791294,13095434492,1.47E+12,4034000000,11294758343,573136823,7656466173,1523847861,1.11E+12,4.61E+11,1.38E+11,1.91E+12,22430808560,16470560361,15328724189,7814730246,1.95E+11,622162896.7,746173157.1,22660895766,16646588890,1.45E+11,2.97E+12,378339062.9,2.79E+11,30954134671,1.03E+11,2.90E+12,48244078213,1.21E+11,1.05E+13,1.05E+12,12818509365,11721244258,8.48E+11,1.89E+11,2514491743,2.17E+12,13981389395,1.96E+12,6357513306,16967008295,4745819772,977467632.4,620744167.5,2270191430,2.35E+11,576395254.5,27663717707,2669263062,1.39E+11,9924418971,45814080062,9397734825,99372263643,4.29E+11,7.73E+11,1.39E+11,2.96E+11,85172785423,9653843547,1.57E+11,1.96E+12,12132262156,13719935844,5.22E+12,59283829183,25455617585,2932421658,4200541049,138955602.8,544816086.1,5.96E+11,71739587927,3155309900,21791506519,,,1197292888,30998760577,1577381519,23672901063,34728331483,15188379174,9336342327,55836249261,4286715578,7071141067,1469122222,1.70E+12,8.49E+11,6433216821,5751569338,6359332599,12666639111,8.29E+11,3208847549,3680563574,4540895611,3891217212,6053869787,4181060581,1.41E+11,1.27E+13,6721850672,4934332412,1.59E+11,5888024535,6.76E+11,3.48E+11,9829757721,,1.04E+11,39668845501,1.08E+11,15596498445,82316823096,1.21E+11,,9674401603,2.99E+11,84592384062,2.05E+11,19725404054,6280370849,,1.08E+11,8.13E+11,2463582211,9.91E+11,3.73E+11,27524006375,9955499688,1.18E+11,716773001,1325548670,15192367848,27506605836,,2678898705,55032079761,33737082274,3.65E+11,2992241524,768067310.2,3923506826,2705599756,1.99E+11,2299142704,,8.22E+11,321872961.4,10738002279,26242594453,5.06E+11,29758862.86,15503862778,11697658886,84589899040,31074105583,1.16E+13,22283526243,490737867.6,54651074162,494489878.6,455972238.9,,18464196750,2.50E+11,9088657606,17906526284
1999,,35083709095,6483126461,2550420283,1.29E+12,1.79E+11,3.06E+11,4066791425,939399770.2,8.17E+11,3.26E+11,12017156024,1474712472,3.91E+11,6160007012,5576263196,63644577096,31069642497,14488407447,9034816848,10720397673,26491948709,845440600.4,5422204053,13151337537,1.47E+12,4047500000,11639492116,618895909.2,8396635191,1578706002,1.15E+12,4.69E+11,1.37E+11,2.06E+12,22793633044,17177479603,14674166079,7612938331,1.87E+11,634135853.7,829913547.9,23554495012,17478578815,1.47E+11,3.03E+12,379681335.3,2.87E+11,32792825481,1.06E+11,3.08E+12,45957605226,1.28E+11,1.08E+13,1.10E+12,12766795274,12326311978,8.51E+11,1.98E+11,2735766984,2.25E+12,12732484617,2.03E+12,6539926705,17713556131,4926730614,1040025552,627110131.2,2852813709,2.42E+11,616157088.2,28727958128,2748277301,1.42E+11,9851409875,45379738093,9652436745,1.02E+11,4.32E+11,8.41E+11,1.53E+11,2.99E+11,1.00E+11,10044153276,1.62E+11,1.99E+12,12259368696,14184977249,5.20E+12,60884492570,26042468490,3039624818,4734235799,136817824.2,562358545.3,6.64E+11,70456160154,3385848708,21676973709,,46322057226,1229267833,32331874830,1584890251,23402658052,37673641220,15604699389,9116083334,56440024805,4142328086,7403430040,1559850155,1.73E+12,8.72E+11,6712355895,6079463065,6659491501,14053019226,8.64E+11,2907215835,3793570458,5072113361,4034148559,6211932230,4308260071,1.49E+11,1.33E+13,6948328545,4923498467,1.60E+11,6302304209,7.10E+11,3.55E+11,10263502983,,1.10E+11,39800346255,1.12E+11,16207445509,83547386045,1.25E+11,,9853915349,3.13E+11,89151659724,2.13E+11,19455939311,6800412519,,1.07E+11,8.65E+11,2570794558,1.07E+12,3.59E+11,28378377868,10587386781,1.25E+11,713287367.5,1299312276,15520601489,24914338850,,2641394123,54973792939,35536168383,3.81E+11,3080538837,782445580.8,3896715151,2772746017,2.08E+11,2384200654,,8.57E+11,333817283.8,11599707380,27831487634,4.90E+11,29293496.33,16257949540,12639782294,84420719246,30471512751,1.21E+13,23241717872,504041368.5,57259890668,496157759.5,465937206.9,,19161318129,2.56E+11,9511297430,17760082949
2000,,36155384575,6933706092,2640408326,1.37E+12,1.98E+11,3.03E+11,4306732119,997674789.1,8.49E+11,3.36E+11,13351060283,1462076191,4.06E+11,6520842618,5681569471,67013472134,32555406324,15256303191,9409692545,11310019599,28028482646,955513245.8,5927399287,13481147773,1.54E+12,4227500000,11971150348,661804110.3,8563534760,1539405183,1.21E+12,4.87E+11,1.45E+11,2.23E+12,22322169525,17787859759,13660045127,8189693047,1.93E+11,702926141.3,948465609.7,24457378062,18521230280,1.53E+11,3.12E+12,388564008.3,2.98E+11,34321549050,1.10E+11,3.31E+12,46459371078,1.36E+11,1.12E+13,1.15E+12,14057073775,13074915712,8.79E+11,2.09E+11,2689258989,2.33E+12,12492736211,2.10E+12,6660152863,18368957715,5050049665,1097226959,661143318.8,3372418920,2.52E+11,646274551.8,29764712427,2710796187,1.53E+11,10569704557,46678391315,9736418665,1.07E+11,4.53E+11,8.73E+11,1.68E+11,3.16E+11,1.02E+11,10535472402,1.74E+11,2.07E+12,12367092204,14787230566,5.35E+12,66851172843,26198643973,3205081829,5241366892,145368938.3,618504713.6,7.25E+11,73763782275,3582186705,21967850867,1749841726,48026344513,1229867084,34271798041,1646313414,24267509230,40777874685,16489794024,9639996169,57519650790,4229636600,7733390473,1619839034,1.83E+12,9.15E+11,7017710079,6075764625,7110351989,15984737490,9.02E+11,2997339531,3837047132,5131979555,3876089575,6721484096,4376161604,1.63E+11,1.38E+13,7190976909,4863999084,1.68E+11,6560798897,7.40E+11,3.67E+11,10899840167,,1.13E+11,42407693363,1.17E+11,16647538296,85798462918,1.30E+11,178469220.7,9608075731,3.27E+11,92068670407,2.21E+11,19005701526,6218556740,36044298341,1.10E+11,9.52E+11,2785993669,1.11E+12,3.79E+11,30179232202,10926076018,1.36E+11,611464618.7,1385751986,15695372316,26442039541,,2696863364,55615077762,36841188520,3.99E+11,3134761673,794294458,3862436487,2751022118,2.18E+11,2582669253,566700966,8.96E+11,336741490.1,12400244898,29142311723,5.24E+11,29009173.71,16992936425,13036912542,89401541681,29883433692,1.26E+13,24133037752,512303508.1,61146300623,525554159.3,498174444.5,3146802262,20345854642,2.67E+11,9881983407,17216768309
2001,,37676079529,7508515183,2854792523,1.39E+12,2.01E+11,2.90E+11,4720178403,952300505.1,8.66E+11,3.41E+11,14672815269,1492133657,4.10E+11,6868608004,6057314713,70415938963,33798124235,15636329787,9656711992,11807660380,29352914216,1000300238,6355501908,13708143466,1.56E+12,4127500000,12299643564,717057834.2,8584992741,1608135607,1.22E+12,4.94E+11,1.49E+11,2.42E+12,22349262370,18564848458,13373160544,8501114470,1.96E+11,719324755.2,969632085,25311055389,19253293119,1.57E+11,3.17E+12,388319981.3,3.01E+11,35165693165,1.14E+11,3.53E+12,48325007475,1.41E+11,1.15E+13,1.20E+12,14897630321,14160304516,9.13E+11,2.15E+11,2743044173,2.38E+12,12759485289,2.16E+12,6980203397,19103716042,5234797978,1160866126,675615129.9,5509853831,2.62E+11,633194600.9,30458996624,2772589374,1.54E+11,10857538040,48059002802,9703874561,1.11E+11,4.70E+11,9.15E+11,1.77E+11,3.19E+11,1.04E+11,10946230529,1.75E+11,2.11E+12,12533420883,15566511264,5.37E+12,75876081176,27188928219,3375644150,5631670884,143231159.8,651345330,7.60E+11,73921144452,3788213052,22811343688,1800941881,47179698570,1187952427,33742158886,1704948219,25851233310,41810360200,17532412592,9918467700,61730070508,4487644450,8195865456,1555958505,1.85E+12,9.12E+11,6802458902,7009988743,7026826922,17798045642,9.22E+11,3030305551,3950344027,5752275478,3845100478,6946488513,4158449146,1.63E+11,1.40E+13,7275682934,5217521099,1.78E+11,6755053889,7.57E+11,3.74E+11,11423020739,,1.17E+11,44308746410,1.21E+11,16743140579,86328605036,1.34E+11,189962858.6,9596422230,3.31E+11,97881399724,2.26E+11,18847183576,5639569366,37449372355,1.16E+11,1.00E+12,3022373088,1.16E+12,3.75E+11,32140991067,11426590430,1.35E+11,562771374.8,1297819716,15833070782,28260927884,121709802.1,2810131626,57424671557,38026207577,4.05E+11,3167826039,776254738,4312724534,2773675100,2.25E+11,2830110563,659343478.3,9.17E+11,349365678.3,12917152080,30248607447,4.93E+11,29483214.84,18024545018,13712701909,97629786737,28734675665,1.27E+13,25137898409,521060125.5,64933025784,507698023.3,532746564.3,3995618022,21119738902,2.74E+11,10407395447,17464623555
2002,7465114629,42824774451,7849398817,2984581731,1.39E+12,2.06E+11,2.58E+11,5343241952,962084840.1,9.00E+11,3.46E+11,16057770027,1558481670,4.17E+11,7187519594,6320987431,73115069177,35810138200,16159920213,9917894277,12433466455,30833847252,1047613675,6261580912,14048868261,1.61E+12,4160000000,12775897690,795878852.3,9106061525,1666294509,1.27E+12,4.94E+11,1.54E+11,2.64E+12,21976556653,19351478900,13767369914,8890624489,2.01E+11,736048659.1,1020546411,26144232855,19970084847,1.60E+11,3.16E+12,377334880.7,3.02E+11,36746427437,1.20E+11,3.81E+12,50304775101,1.45E+11,1.16E+13,1.23E+12,15911026263,14374794289,9.13E+11,2.18E+11,2830821562,2.41E+12,12727709939,2.21E+12,7362288339,19963383183,5505154850,1123137975,668959121.5,6582227537,2.72E+11,654959547.9,31636732106,2803992469,1.57E+11,11265166702,50787868294,9793586173,1.17E+11,4.91E+11,9.50E+11,1.87E+11,3.42E+11,96728711952,11020793077,1.75E+11,2.11E+12,12783749763,16466848453,5.38E+12,83311937131,27337613464,3375059332,6002175105,148655986.5,660253878.3,8.18E+11,76149337055,4012427673,23592210160,1868711653,46727316323,1192899661,35079926055,1717289248,27596557244,43407294086,18774196283,10805885490,63656943581,4837680701,7178924839,1669051580,1.88E+12,9.11E+11,6904064882,7227740601,7207083561,19938352012,9.53E+11,3088000567,4137312960,6286722378,3898219925,7058668651,4229142782,1.72E+11,1.42E+13,7624090743,5474143339,2.06E+11,6805982867,7.58E+11,3.80E+11,11436744719,,1.23E+11,43820949280,1.24E+11,17116370199,91036560494,1.39E+11,196762372.8,9581173464,3.38E+11,98778442997,2.27E+11,18843149451,4935232731,40139043104,1.22E+11,1.05E+12,3421086742,1.20E+12,3.64E+11,34206780598,11501412161,1.40E+11,547033211.3,1640668859,16083369824,30064089626,124602695.9,2888815337,60014204964,39359253571,4.13E+11,3306579959,785669398.2,4678927023,2879813177,2.39E+11,3136834880,615162920.5,9.48E+11,366302971.1,13942348940,30648664524,5.25E+11,31808312.56,19303061141,14910189077,1.03E+11,26512908469,1.30E+13,26136749834,553999710.3,69037326106,481306261.7,555889054.3,3967610854,21950849521,2.84E+11,10876354172,15911315808
